ID,Area,City,Restaurant,Cuisine,Price,Avg ratings,Total ratings,Address,Delivery time
164289,Shivaji Nagar,Hyderabad,Eagles Pizza,Pizzas,150,4,500,"S.P.Road,Secunderabad",63
164991,Uppal,Hyderabad,Maggi Bowl,Fast Food,200,2.7,20,Prashant Nagar,71
166728,Nampally,Hyderabad,Balaji Mithai Bhandar,Sweets,300,4.2,100,Ek Minar Masjid Raoad,26
169611,Himayatnagar,Hyderabad,Trupthi Deluxe Mess,South Indian,200,3.5,20,Himayat Nagar,35
171102,Lnt Mall Musarambagh,Hyderabad,Kfc,American,400,4,1000,Lnt Mall Musarambagh,35
171102,Lnt Mall Musarambagh,Hyderabad,Kfc,Fast Food,400,4,1000,Lnt Mall Musarambagh,35
171102,Lnt Mall Musarambagh,Hyderabad,Kfc,Snacks,400,4,1000,Lnt Mall Musarambagh,35
173999,New Malakpet,Hyderabad,Taco Bell,Mexican,300,3.8,500,L&T Mall Malakpet,37
174042,New Nallakunta,Hyderabad,Sri Santosh Family Dhaba,Sweets,100,4,100,Shivamroad,38
174042,New Nallakunta,Hyderabad,Sri Santosh Family Dhaba,Fast Food,100,4,100,Shivamroad,38
175914,Banjara Hills,Hyderabad,La Pino'Z Pizza,Pizzas,300,4,1000,Road Number 12,56
177553,Tarnaka,Hyderabad,Rs Fast Food Center,Chinese,150,3.8,100,Nacharam Main Road,63
177553,Tarnaka,Hyderabad,Rs Fast Food Center,Fast Food,150,3.8,100,Nacharam Main Road,63
178886,Kothapet,Hyderabad,Vasireddy Swagruha Foods,Sweets,350,4.2,100,Kothapet,54
178886,Kothapet,Hyderabad,Vasireddy Swagruha Foods,South Indian,350,4.2,100,Kothapet,54
178886,Kothapet,Hyderabad,Vasireddy Swagruha Foods,North Indian,350,4.2,100,Kothapet,54
178886,Kothapet,Hyderabad,Vasireddy Swagruha Foods,Snacks,350,4.2,100,Kothapet,54
179095,Old Malakpet,Hyderabad,Subbayya Gari Hotel,South Indian,300,4.1,1000,Sri Krupa Market Malakpet,29
179337,Moghalpura,Hyderabad,Chinese Hut Fast Food,Chinese,150,3.6,100,Charminar,45
179337,Moghalpura,Hyderabad,Chinese Hut Fast Food,Fast Food,150,3.6,100,Charminar,45
179665,Amberpet,Hyderabad,Deccan Chinese Fast Food,Chinese,200,2.9,80,Uppal Ramanthapur Amberpet,51
179665,Amberpet,Hyderabad,Deccan Chinese Fast Food,Fast Food,200,2.9,80,Uppal Ramanthapur Amberpet,51
180645,Padmarao Nagar,Hyderabad,Nitchal Grand Restaurant,North Indian,250,2.9,80,Padmarao Nagar,53
180645,Padmarao Nagar,Hyderabad,Nitchal Grand Restaurant,Chinese,250,2.9,80,Padmarao Nagar,53
180645,Padmarao Nagar,Hyderabad,Nitchal Grand Restaurant,Tandoor,250,2.9,80,Padmarao Nagar,53
180645,Padmarao Nagar,Hyderabad,Nitchal Grand Restaurant,Biryani,250,2.9,80,Padmarao Nagar,53
181115,Amberpet,Hyderabad,Good Lands Restaurant,Biryani,300,4.2,100,Tarnaka Nacharam & Malkajigiri,60
181115,Amberpet,Hyderabad,Good Lands Restaurant,North Indian,300,4.2,100,Tarnaka Nacharam & Malkajigiri,60
181115,Amberpet,Hyderabad,Good Lands Restaurant,South Indian,300,4.2,100,Tarnaka Nacharam & Malkajigiri,60
181115,Amberpet,Hyderabad,Good Lands Restaurant,Tandoor,300,4.2,100,Tarnaka Nacharam & Malkajigiri,60
181115,Amberpet,Hyderabad,Good Lands Restaurant,Chinese,300,4.2,100,Tarnaka Nacharam & Malkajigiri,60
181120,Khairtabad,Hyderabad,The Pani Puri Monster,Indian,100,2.9,80,Anand Nagar,56
181120,Khairtabad,Hyderabad,The Pani Puri Monster,Chinese,100,2.9,80,Anand Nagar,56
181120,Khairtabad,Hyderabad,The Pani Puri Monster,South Indian,100,2.9,80,Anand Nagar,56
181120,Khairtabad,Hyderabad,The Pani Puri Monster,Chaat,100,2.9,80,Anand Nagar,56
181708,Toli Chowki,Hyderabad,Dosa Factory,South Indian,100,4.1,500,Tolochowki Cross Roads,73
181941,Koti,Hyderabad,Svm Grand,South Indian,300,4.2,20,Abids & Koti,32
181941,Koti,Hyderabad,Svm Grand,North Indian,300,4.2,20,Abids & Koti,32
181941,Koti,Hyderabad,Svm Grand,Chinese,300,4.2,20,Abids & Koti,32
181947,Kothapet,Hyderabad,Royal Fast Food,Chinese,150,4,20,Kothapet & Dilshuknagar,58
182824,Banjara Hills,Hyderabad,Feranoz,Desserts,500,4.4,500,Zahara Nagar Banjara Hills,59
182824,Banjara Hills,Hyderabad,Feranoz,Italian,500,4.4,500,Zahara Nagar Banjara Hills,59
182824,Banjara Hills,Hyderabad,Feranoz,Bakery,500,4.4,500,Zahara Nagar Banjara Hills,59
182824,Banjara Hills,Hyderabad,Feranoz,Snacks,500,4.4,500,Zahara Nagar Banjara Hills,59
182824,Banjara Hills,Hyderabad,Feranoz,Pizzas,500,4.4,500,Zahara Nagar Banjara Hills,59
184256,Jubilee Hills,Hyderabad,Panchakattu Dosa,South Indian,100,4.5,500,Banjara Hills,73
189826,Talab Katta,Hyderabad,Moghal Hot Spot,Biryani,200,3.2,20,Charminar,52
189826,Talab Katta,Hyderabad,Moghal Hot Spot,Chinese,200,3.2,20,Charminar,52
190848,Bowenpally,Hyderabad,Trio-La Patisserie.,Desserts,300,2.9,80,Kharkhana & Trimulgherry,75
191985,Toli Chowki,Hyderabad,Mandar Restaurant,North Indian,500,4.1,1000,Tolichowki,59
191985,Toli Chowki,Hyderabad,Mandar Restaurant,Biryani,500,4.1,1000,Tolichowki,59
191985,Toli Chowki,Hyderabad,Mandar Restaurant,Chinese,500,4.1,1000,Tolichowki,59
192026,Kothapet,Hyderabad,Quik Cakes.,Bakery,500,2.9,80,Madhapur,56
192026,Kothapet,Hyderabad,Quik Cakes.,Desserts,500,2.9,80,Madhapur,56
193192,Banjara Hills,Hyderabad,Speedy Wong,Chinese,300,3.8,20,Banjara Hills,63
193571,Himayath Nagar,Hyderabad,The Bowl Company,Continental,300,4.1,1000,Himayath Nagar,31
193571,Himayath Nagar,Hyderabad,The Bowl Company,Indian,300,4.1,1000,Himayath Nagar,31
193571,Himayath Nagar,Hyderabad,The Bowl Company,Pan-Asian,300,4.1,1000,Himayath Nagar,31
193571,Himayath Nagar,Hyderabad,The Bowl Company,Chinese,300,4.1,1000,Himayath Nagar,31
193571,Himayath Nagar,Hyderabad,The Bowl Company,Beverages,300,4.1,1000,Himayath Nagar,31
193571,Himayath Nagar,Hyderabad,The Bowl Company,Desserts,300,4.1,1000,Himayath Nagar,31
194562,Koti,Hyderabad,Mccafe By Mcdonald'S,Beverages,250,2.9,80,Abits Mpm Mall,35
194562,Koti,Hyderabad,Mccafe By Mcdonald'S,Desserts,250,2.9,80,Abits Mpm Mall,35
197496,Abids,Hyderabad,"Abids Bistro,Royalton Hotel",Chinese,450,2.9,80,Abids & Koti,57
197496,Abids,Hyderabad,"Abids Bistro,Royalton Hotel",Kebabs,450,2.9,80,Abids & Koti,57
197496,Abids,Hyderabad,"Abids Bistro,Royalton Hotel",North Indian,450,2.9,80,Abids & Koti,57
197496,Abids,Hyderabad,"Abids Bistro,Royalton Hotel",South Indian,450,2.9,80,Abids & Koti,57
197496,Abids,Hyderabad,"Abids Bistro,Royalton Hotel",Tandoor,450,2.9,80,Abids & Koti,57
197971,Himayath Nagar,Hyderabad,Cfc Chinese Food Court,Chinese,200,2.9,80,Himayath Nagar,37
199317,Himayath Nagar,Hyderabad,Breakfast Express,Continental,200,4.3,100,Himayath Nagar,33
199317,Himayath Nagar,Hyderabad,Breakfast Express,North Indian,200,4.3,100,Himayath Nagar,33
199317,Himayath Nagar,Hyderabad,Breakfast Express,South Indian,200,4.3,100,Himayath Nagar,33
199317,Himayath Nagar,Hyderabad,Breakfast Express,Beverages,200,4.3,100,Himayath Nagar,33
201959,Banjara Hills,Hyderabad,Ohri'S Uppu,Andhra,400,3,20,Banjara Hills,68
201959,Banjara Hills,Hyderabad,Ohri'S Uppu,South Indian,400,3,20,Banjara Hills,68
202631,Toli Chowki,Hyderabad,Adam Bakers,Bakery,150,3.9,50,Tolichowki,68
208249,Khairtabad,Hyderabad,Al Karam Kalyani Biryani,Biryani,200,3.1,20,Somajiguda & Khairtabad,55
210403,Nampally,Hyderabad,Milan Juice Centre,Arabian,150,4,1000,Nampally,30
210403,Nampally,Hyderabad,Milan Juice Centre,Juices,150,4,1000,Nampally,30
211172,Uppal,Hyderabad,Tif In,Snacks,150,3.5,20,Uppal Beerappagada,73
211172,Uppal,Hyderabad,Tif In,South Indian,150,3.5,20,Uppal Beerappagada,73
213935,Vijay Nagar Colony,Hyderabad,Roosterville,Indian,200,3.7,100,Santoshnagar & Saidabad,68
214318,New Malakpet,Hyderabad,Pvr Cafe,Snacks,400,3.5,20,Kothapet & Dilsukhnagar,47
214318,New Malakpet,Hyderabad,Pvr Cafe,Fast Food,400,3.5,20,Kothapet & Dilsukhnagar,47
214318,New Malakpet,Hyderabad,Pvr Cafe,American,400,3.5,20,Kothapet & Dilsukhnagar,47
214809,Gowliguda,Hyderabad,Hotel Niagara,Haleem,450,3.9,1000,New Area,23
214809,Gowliguda,Hyderabad,Hotel Niagara,Arabian,450,3.9,1000,New Area,23
214809,Gowliguda,Hyderabad,Hotel Niagara,Biryani,450,3.9,1000,New Area,23
214809,Gowliguda,Hyderabad,Hotel Niagara,Tandoor,450,3.9,1000,New Area,23
214809,Gowliguda,Hyderabad,Hotel Niagara,Chinese,450,3.9,1000,New Area,23
214809,Gowliguda,Hyderabad,Hotel Niagara,Indian,450,3.9,1000,New Area,23
214809,Gowliguda,Hyderabad,Hotel Niagara,Desserts,450,3.9,1000,New Area,23
214809,Gowliguda,Hyderabad,Hotel Niagara,Kebabs,450,3.9,1000,New Area,23
214809,Gowliguda,Hyderabad,Hotel Niagara,Mughlai,450,3.9,1000,New Area,23
214964,Asif Nagar,Hyderabad,Lingaiah Hotel,South Indian,200,4.5,100,Mallepally,33
216730,Khairtabad,Hyderabad,Anupama Hotel,Biryani,250,3.7,20,Banjara Hills,45
216730,Khairtabad,Hyderabad,Anupama Hotel,South Indian,250,3.7,20,Banjara Hills,45
223939,Himayath Nagar,Hyderabad,Rice++,Healthy Food,100,3.9,20,Narayanguda,33
223990,Himayath Nagar,Hyderabad,Eggsplode,Salads,150,4.2,100,Narayanguda,33
223990,Himayath Nagar,Hyderabad,Eggsplode,French,150,4.2,100,Narayanguda,33
223990,Himayath Nagar,Hyderabad,Eggsplode,Beverages,150,4.2,100,Narayanguda,33
223990,Himayath Nagar,Hyderabad,Eggsplode,Combo,150,4.2,100,Narayanguda,33
223991,Himayath Nagar,Hyderabad,Break The Bread - Sandwiches And Burgers,Continental,200,3.8,50,Narayanguda,35
223991,Himayath Nagar,Hyderabad,Break The Bread - Sandwiches And Burgers,Fast Food,200,3.8,50,Narayanguda,35
224001,Himayath Nagar,Hyderabad,The Burrito Bowl,Mexican,200,4.2,50,Narayanguda,34
224001,Himayath Nagar,Hyderabad,The Burrito Bowl,Beverages,200,4.2,50,Narayanguda,34
224130,Banjara Hills,Hyderabad,Lo! - Low Carb And Keto Foods,Healthy Food,150,4.3,500,Devera Konda Basti,61
224130,Banjara Hills,Hyderabad,Lo! - Low Carb And Keto Foods,Keto,150,4.3,500,Devera Konda Basti,61
224130,Banjara Hills,Hyderabad,Lo! - Low Carb And Keto Foods,North Indian,150,4.3,500,Devera Konda Basti,61
224130,Banjara Hills,Hyderabad,Lo! - Low Carb And Keto Foods,Continental,150,4.3,500,Devera Konda Basti,61
226467,Kharkhana & Trimulgherry,Hyderabad,Brown Bear,Bakery,250,3.4,20,Kharkhana & Trimulgherry,76
226467,Kharkhana & Trimulgherry,Hyderabad,Brown Bear,Desserts,250,3.4,20,Kharkhana & Trimulgherry,76
228215,Banjara Hills,Hyderabad,Cafe Niloufer Premium Lounge,Bakery,200,4.5,1000,Banjara Hills,63
228215,Banjara Hills,Hyderabad,Cafe Niloufer Premium Lounge,Fast Food,200,4.5,1000,Banjara Hills,63
228215,Banjara Hills,Hyderabad,Cafe Niloufer Premium Lounge,Snacks,200,4.5,1000,Banjara Hills,63
228215,Banjara Hills,Hyderabad,Cafe Niloufer Premium Lounge,Beverages,200,4.5,1000,Banjara Hills,63
228227,Dilsukhnagar,Hyderabad,Telangana Inti Ruchulu,South Indian,200,4.3,500,Kothapet & Dilsukhnagar,52
228227,Dilsukhnagar,Hyderabad,Telangana Inti Ruchulu,Telangana,200,4.3,500,Kothapet & Dilsukhnagar,52
228227,Dilsukhnagar,Hyderabad,Telangana Inti Ruchulu,Home Food,200,4.3,500,Kothapet & Dilsukhnagar,52
229977,Balkampet,Hyderabad,Persis Cafe,Indian,300,4.2,50,Ameerpet,66
231669,Himayatnagar,Hyderabad,Cheesiaano Pizza,Italian,300,4,100,Vivek Nagar Chikkadpally,34
231669,Himayatnagar,Hyderabad,Cheesiaano Pizza,Pizzas,300,4,100,Vivek Nagar Chikkadpally,34
233050,Abids,Hyderabad,Faasos,Combo,200,4,50,Abids,37
233050,Abids,Hyderabad,Faasos,Snacks,200,4,50,Abids,37
233050,Abids,Hyderabad,Faasos,Beverages,200,4,50,Abids,37
233050,Abids,Hyderabad,Faasos,Desserts,200,4,50,Abids,37
233051,Abids,Hyderabad,Behrouz Biryani,Biryani,500,3.8,100,Abids,36
233051,Abids,Hyderabad,Behrouz Biryani,Mughlai,500,3.8,100,Abids,36
233051,Abids,Hyderabad,Behrouz Biryani,Lucknowi,500,3.8,100,Abids,36
233051,Abids,Hyderabad,Behrouz Biryani,Hyderabadi,500,3.8,100,Abids,36
233051,Abids,Hyderabad,Behrouz Biryani,Kebabs,500,3.8,100,Abids,36
233051,Abids,Hyderabad,Behrouz Biryani,North Indian,500,3.8,100,Abids,36
233051,Abids,Hyderabad,Behrouz Biryani,Persian,500,3.8,100,Abids,36
233051,Abids,Hyderabad,Behrouz Biryani,Desserts,500,3.8,100,Abids,36
233052,Abids,Hyderabad,Oven Story Pizza,Pizzas,600,3.9,500,Abids,37
233053,Abids,Hyderabad,Firangi Bake,Italian,400,3.9,50,Abids,39
233053,Abids,Hyderabad,Firangi Bake,Mexican,400,3.9,50,Abids,39
233053,Abids,Hyderabad,Firangi Bake,Pastas,400,3.9,50,Abids,39
233054,Abids,Hyderabad,Sweet Truth - Cake And Desserts,Ice Cream,450,3.9,50,Abids,37
233054,Abids,Hyderabad,Sweet Truth - Cake And Desserts,Bakery,450,3.9,50,Abids,37
233054,Abids,Hyderabad,Sweet Truth - Cake And Desserts,Desserts,450,3.9,50,Abids,37
233054,Abids,Hyderabad,Sweet Truth - Cake And Desserts,Beverages,450,3.9,50,Abids,37
233055,Abids,Hyderabad,The Good Bowl,North Indian,400,3.9,50,Abids,37
233055,Abids,Hyderabad,The Good Bowl,Punjabi,400,3.9,50,Abids,37
233055,Abids,Hyderabad,The Good Bowl,Biryani,400,3.9,50,Abids,37
233055,Abids,Hyderabad,The Good Bowl,Combo,400,3.9,50,Abids,37
233055,Abids,Hyderabad,The Good Bowl,Chinese,400,3.9,50,Abids,37
233055,Abids,Hyderabad,The Good Bowl,Beverages,400,3.9,50,Abids,37
233055,Abids,Hyderabad,The Good Bowl,Desserts,400,3.9,50,Abids,37
233055,Abids,Hyderabad,The Good Bowl,Jain,400,3.9,50,Abids,37
233055,Abids,Hyderabad,The Good Bowl,Indian,400,3.9,50,Abids,37
233055,Abids,Hyderabad,The Good Bowl,Hyderabadi,400,3.9,50,Abids,37
233055,Abids,Hyderabad,The Good Bowl,Mughlai,400,3.9,50,Abids,37
233056,Abids,Hyderabad,The Biryani Life,Biryani,250,4,20,Abids,35
233056,Abids,Hyderabad,The Biryani Life,North Indian,250,4,20,Abids,35
233056,Abids,Hyderabad,The Biryani Life,Chinese,250,4,20,Abids,35
233057,Abids,Hyderabad,Lunchbox,North Indian,200,4.1,100,Abids,36
233057,Abids,Hyderabad,Lunchbox,Punjabi,200,4.1,100,Abids,36
233057,Abids,Hyderabad,Lunchbox,Combo,200,4.1,100,Abids,36
233057,Abids,Hyderabad,Lunchbox,Biryani,200,4.1,100,Abids,36
233057,Abids,Hyderabad,Lunchbox,Healthy Food,200,4.1,100,Abids,36
233057,Abids,Hyderabad,Lunchbox,Jain,200,4.1,100,Abids,36
233057,Abids,Hyderabad,Lunchbox,Thalis,200,4.1,100,Abids,36
233057,Abids,Hyderabad,Lunchbox,Indian,200,4.1,100,Abids,36
233057,Abids,Hyderabad,Lunchbox,Mughlai,200,4.1,100,Abids,36
233057,Abids,Hyderabad,Lunchbox,Desserts,200,4.1,100,Abids,36
233121,Himayath Nagar,Hyderabad,Eggasm,Chinese,200,4,20,Himayath Nagar,28
233121,Himayath Nagar,Hyderabad,Eggasm,Indian,200,4,20,Himayath Nagar,28
233656,Kothapet,Hyderabad,Palamuru Grill,South Indian,600,4.1,1000,Kothapet & Dilsukhnagar,63
233656,Kothapet,Hyderabad,Palamuru Grill,Kebabs,600,4.1,1000,Kothapet & Dilsukhnagar,63
233656,Kothapet,Hyderabad,Palamuru Grill,Biryani,600,4.1,1000,Kothapet & Dilsukhnagar,63
234274,Gowlipura,Hyderabad,Kitchen Maha Raja,Indian,250,4.3,20,Kothapet & Dilsukhnagar,52
235838,Banjara Hills,Hyderabad,Express By Ab'S,Biryani,350,3.7,100,Banjara Hills,67
235838,Banjara Hills,Hyderabad,Express By Ab'S,North Indian,350,3.7,100,Banjara Hills,67
235838,Banjara Hills,Hyderabad,Express By Ab'S,Chinese,350,3.7,100,Banjara Hills,67
235838,Banjara Hills,Hyderabad,Express By Ab'S,South Indian,350,3.7,100,Banjara Hills,67
237003,New Malakpet,Hyderabad,Burger King,American,350,4.1,1000,Metro Rail Mall Multiplex,36
237003,New Malakpet,Hyderabad,Burger King,Fast Food,350,4.1,1000,Metro Rail Mall Multiplex,36
237054,Himayath Nagar,Hyderabad,Cafe Bahar Since 1973,Mughlai,300,4,5000,Himayath Nagar,29
237054,Himayath Nagar,Hyderabad,Cafe Bahar Since 1973,Biryani,300,4,5000,Himayath Nagar,29
237054,Himayath Nagar,Hyderabad,Cafe Bahar Since 1973,Indian,300,4,5000,Himayath Nagar,29
237054,Himayath Nagar,Hyderabad,Cafe Bahar Since 1973,Chinese,300,4,5000,Himayath Nagar,29
237054,Himayath Nagar,Hyderabad,Cafe Bahar Since 1973,Tandoor,300,4,5000,Himayath Nagar,29
240742,New Malakpet,Hyderabad,Mandi King Arabian Restaurant,Arabian,500,3.9,1000,Kurmagudasaidabad Main Road,33
240742,New Malakpet,Hyderabad,Mandi King Arabian Restaurant,Tandoor,500,3.9,1000,Kurmagudasaidabad Main Road,33
240742,New Malakpet,Hyderabad,Mandi King Arabian Restaurant,North Indian,500,3.9,1000,Kurmagudasaidabad Main Road,33
240742,New Malakpet,Hyderabad,Mandi King Arabian Restaurant,Chinese,500,3.9,1000,Kurmagudasaidabad Main Road,33
240742,New Malakpet,Hyderabad,Mandi King Arabian Restaurant,Desserts,500,3.9,1000,Kurmagudasaidabad Main Road,33
240756,Banjara Hills,Hyderabad,Sauced Up,American,200,4.4,500,Masab Tank,47
240756,Banjara Hills,Hyderabad,Sauced Up,Fast Food,200,4.4,500,Masab Tank,47
240758,Madannapet Colony,Hyderabad,Rumaan Restaurant,Biryani,300,4,100,Santoshnagar & Saidabad,44
240758,Madannapet Colony,Hyderabad,Rumaan Restaurant,Tandoor,300,4,100,Santoshnagar & Saidabad,44
240758,Madannapet Colony,Hyderabad,Rumaan Restaurant,North Indian,300,4,100,Santoshnagar & Saidabad,44
240758,Madannapet Colony,Hyderabad,Rumaan Restaurant,Chinese,300,4,100,Santoshnagar & Saidabad,44
240758,Madannapet Colony,Hyderabad,Rumaan Restaurant,Kebabs,300,4,100,Santoshnagar & Saidabad,44
240758,Madannapet Colony,Hyderabad,Rumaan Restaurant,Mughlai,300,4,100,Santoshnagar & Saidabad,44
240865,Lakdikapul,Hyderabad,Arabella House Of Arabic & Lebanese Cuisine,Indian,1000,3.7,20,Banjara Hills,53
240895,Lakdikapul,Hyderabad,Pathemari Kerala Restaurant,Kerala,300,4.1,500,Nampally Metro Station,30
240895,Lakdikapul,Hyderabad,Pathemari Kerala Restaurant,South Indian,300,4.1,500,Nampally Metro Station,30
241381,Uppal,Hyderabad,Seema Ruchulu,Indian,300,3.6,100,Uppal,65
241381,Uppal,Hyderabad,Seema Ruchulu,South Indian,300,3.6,100,Uppal,65
243213,Kavadiguda,Hyderabad,Tempteas,Beverages,100,3.4,20,Nallakunta & Vidyanagar,40
243213,Kavadiguda,Hyderabad,Tempteas,Snacks,100,3.4,20,Nallakunta & Vidyanagar,40
246946,Begumpet,Hyderabad,Cakes11,Bakery,200,4,100,Banjara Hills,62
246946,Begumpet,Hyderabad,Cakes11,Desserts,200,4,100,Banjara Hills,62
248512,Narayanguda,Hyderabad,Miami Shakes & More,Beverages,300,3,100,Old Mla Quarters Road,31
248512,Narayanguda,Hyderabad,Miami Shakes & More,Desserts,300,3,100,Old Mla Quarters Road,31
248878,Kothapet & Dilshuknagar,Hyderabad,Chung Hua Estd 1983,Chinese,300,3.9,500,Kothapet & Dilshuknagar,58
248878,Kothapet & Dilshuknagar,Hyderabad,Chung Hua Estd 1983,Asian,300,3.9,500,Kothapet & Dilshuknagar,58
248878,Kothapet & Dilshuknagar,Hyderabad,Chung Hua Estd 1983,Thai,300,3.9,500,Kothapet & Dilshuknagar,58
248878,Kothapet & Dilshuknagar,Hyderabad,Chung Hua Estd 1983,Seafood,300,3.9,500,Kothapet & Dilshuknagar,58
248878,Kothapet & Dilshuknagar,Hyderabad,Chung Hua Estd 1983,Singaporean,300,3.9,500,Kothapet & Dilshuknagar,58
249303,New Malakpet,Hyderabad,Melting Pot,Chinese,400,3.7,50,Kothapet & Dilsukhnagar,43
249303,New Malakpet,Hyderabad,Melting Pot,North Indian,400,3.7,50,Kothapet & Dilsukhnagar,43
250244,Malakpet,Hyderabad,Rabiyas Kitchen,Indian,250,4.2,50,Santoshnagar & Saidabad,45
250683,Himayatnagar,Hyderabad,Zomoz-The Momo Company,Fast Food,150,4.3,500,Himayath Nagar,31
250683,Himayatnagar,Hyderabad,Zomoz-The Momo Company,Tibetan,150,4.3,500,Himayath Nagar,31
250683,Himayatnagar,Hyderabad,Zomoz-The Momo Company,Chinese,150,4.3,500,Himayath Nagar,31
251568,Punjagutta,Hyderabad,Cookie Man Next Galleria Punjagutta,Bakery,200,4.1,20,Banjara Hills,73
251568,Punjagutta,Hyderabad,Cookie Man Next Galleria Punjagutta,Desserts,200,4.1,20,Banjara Hills,73
251568,Punjagutta,Hyderabad,Cookie Man Next Galleria Punjagutta,Australian,200,4.1,20,Banjara Hills,73
251568,Punjagutta,Hyderabad,Cookie Man Next Galleria Punjagutta,Snacks,200,4.1,20,Banjara Hills,73
251577,Adikmet,Hyderabad,Euphoria,Desserts,800,4.7,100,Himayath Nagar,27
255077,Khairtabad,Hyderabad,Ek Pyali Chai,Beverages,150,4.2,50,Lakdikapul,36
255077,Khairtabad,Hyderabad,Ek Pyali Chai,Chaat,150,4.2,50,Lakdikapul,36
255077,Khairtabad,Hyderabad,Ek Pyali Chai,Desserts,150,4.2,50,Lakdikapul,36
255077,Khairtabad,Hyderabad,Ek Pyali Chai,Fast Food,150,4.2,50,Lakdikapul,36
255077,Khairtabad,Hyderabad,Ek Pyali Chai,Juices,150,4.2,50,Lakdikapul,36
257962,Saidabad,Hyderabad,Karachi Bakery Santoshnagar,Bakery,200,4.6,50,Santoshnagar & Saidabad,49
257962,Saidabad,Hyderabad,Karachi Bakery Santoshnagar,Desserts,200,4.6,50,Santoshnagar & Saidabad,49
257962,Saidabad,Hyderabad,Karachi Bakery Santoshnagar,Fast Food,200,4.6,50,Santoshnagar & Saidabad,49
257962,Saidabad,Hyderabad,Karachi Bakery Santoshnagar,Snacks,200,4.6,50,Santoshnagar & Saidabad,49
258539,Banjara Hills,Hyderabad,Nanking C.R - Estd 1957,Indian,600,4.3,500,Banjara Hills,75
259063,Narayanguda,Hyderabad,Starboy Pizza & Shakes,Pizzas,300,3.6,100,Old Mla Quarters Road,36
259063,Narayanguda,Hyderabad,Starboy Pizza & Shakes,American,300,3.6,100,Old Mla Quarters Road,36
259063,Narayanguda,Hyderabad,Starboy Pizza & Shakes,Fast Food,300,3.6,100,Old Mla Quarters Road,36
259063,Narayanguda,Hyderabad,Starboy Pizza & Shakes,Desserts,300,3.6,100,Old Mla Quarters Road,36
259063,Narayanguda,Hyderabad,Starboy Pizza & Shakes,Beverages,300,3.6,100,Old Mla Quarters Road,36
262087,Redhills,Hyderabad,Imperial Multi-Cuisine Restaurant,Biryani,400,4,1000,Banjara Hills,39
262087,Redhills,Hyderabad,Imperial Multi-Cuisine Restaurant,Tandoor,400,4,1000,Banjara Hills,39
262087,Redhills,Hyderabad,Imperial Multi-Cuisine Restaurant,North Indian,400,4,1000,Banjara Hills,39
262087,Redhills,Hyderabad,Imperial Multi-Cuisine Restaurant,Chinese,400,4,1000,Banjara Hills,39
262087,Redhills,Hyderabad,Imperial Multi-Cuisine Restaurant,Kebabs,400,4,1000,Banjara Hills,39
262087,Redhills,Hyderabad,Imperial Multi-Cuisine Restaurant,Mughlai,400,4,1000,Banjara Hills,39
262276,Himayatnagar,Hyderabad,Gabru Di Chaap,Fast Food,300,3.9,100,Himayath Nagar,35
262276,Himayatnagar,Hyderabad,Gabru Di Chaap,North Indian,300,3.9,100,Himayath Nagar,35
264304,Gaddiannaram,Hyderabad,A-1 Chicken Pakoda,Biryani,250,4,1000,Kothapet & Dilsukhnagar,40
264304,Gaddiannaram,Hyderabad,A-1 Chicken Pakoda,Kebabs,250,4,1000,Kothapet & Dilsukhnagar,40
264304,Gaddiannaram,Hyderabad,A-1 Chicken Pakoda,Indian,250,4,1000,Kothapet & Dilsukhnagar,40
264304,Gaddiannaram,Hyderabad,A-1 Chicken Pakoda,Chinese,250,4,1000,Kothapet & Dilsukhnagar,40
264304,Gaddiannaram,Hyderabad,A-1 Chicken Pakoda,Mughlai,250,4,1000,Kothapet & Dilsukhnagar,40
264304,Gaddiannaram,Hyderabad,A-1 Chicken Pakoda,Fast Food,250,4,1000,Kothapet & Dilsukhnagar,40
264320,Himayatnagar,Hyderabad,The Waffle Co,Ice Cream,200,4.1,100,Himayathnagar,33
264320,Himayatnagar,Hyderabad,The Waffle Co,Desserts,200,4.1,100,Himayathnagar,33
264320,Himayatnagar,Hyderabad,The Waffle Co,Beverages,200,4.1,100,Himayathnagar,33
264926,Banjara Hills,Hyderabad,Hard Rock Cafe Hyderabad,American,900,4,100,Balapur Basthi,66
264926,Banjara Hills,Hyderabad,Hard Rock Cafe Hyderabad,Continental,900,4,100,Balapur Basthi,66
264926,Banjara Hills,Hyderabad,Hard Rock Cafe Hyderabad,Indian,900,4,100,Balapur Basthi,66
267395,Habsiguda,Hyderabad,R R Fast Food,Chinese,150,3.2,20,Uppal,53
267550,Nacharam,Hyderabad,Pizza Paradise,Fast Food,300,4.3,20,Tarnaka Nacharam & Malkajigiri,73
269958,Banjara Hills,Hyderabad,Iqbatan Restaurant,Arabian,500,2.9,80,Banjara Hills,57
269958,Banjara Hills,Hyderabad,Iqbatan Restaurant,Mughlai,500,2.9,80,Banjara Hills,57
269958,Banjara Hills,Hyderabad,Iqbatan Restaurant,Indian,500,2.9,80,Banjara Hills,57
285101,Kavadiguda,Hyderabad,Okra - Marriott,North Indian,1000,3.9,500,Kavadiguda,70
285101,Kavadiguda,Hyderabad,Okra - Marriott,Chinese,1000,3.9,500,Kavadiguda,70
285101,Kavadiguda,Hyderabad,Okra - Marriott,Biryani,1000,3.9,500,Kavadiguda,70
